OPENADMET_INCHIKEY,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM,OPENADMET_CANONICAL_SMILES
MHJHJYASUHBBRA-NRFANRHFSA-N,1.7558748556724915,57.0,,,,,CC1=NNC(C)=C1C1=CC=C(NC(=O)[C@H](CC2CCCCC2)NC(=O)C2=CC=NN2C)C=C1
MHPMAOLCNNEBOA-UHFFFAOYSA-N,1.3926969532596658,24.7,,,,,CC1=CC(C2=NC(=O)NC(C3=CC=CC=C3)=C2)=CC=C1O
MHPPXODLZHLRST-UHFFFAOYSA-N,,,2.394836771279156,248.22,,,COC1=CC=C2NC=C(CCN(C)CC3=CC=C(C4=CC=C(O)C=C4)O3)C2=C1
MHQQCIQHLUQXTK-HNNXBMFYSA-N,-1.2924298239020637,0.051,,,,,C[C@@H](CF)N1C=CC2=NC(NC3=CN(C4CCN(C)CC4)N=C3)=NC(NC3(C)CC3)=C2C1=O
MHQQCIQHLUQXTK-OAHLLOKOSA-N,-1.3279021420642825,0.047,,,,,C[C@H](CF)N1C=CC2=NC(NC3=CN(C4CCN(C)CC4)N=C3)=NC(NC3(C)CC3)=C2C1=O
MHRSVNNDZPRJOZ-OFSOJUDTSA-N,1.7671558660821804,58.5,,,,,C[C@]1(C2=CC=C(Cl)C=C2Cl)OC[C@@H](COC2=CC=C(N3CCN(CCCC4=CC=CC(O)=C4)CC3)C=C2)O1
MHSHWNUKHQNMDP-WEVVVXLNSA-N,,,,,1.923145539743153,83.78099999999999,FC(F)(F)C1=CC=C(/C=C/C2=CC(NCCCCN3CCOCC3)=C3C=C(Cl)C=CC3=N2)C=C1
MHSIRMSFRHMBDY-UHFFFAOYSA-N,1.5563025007672873,36.0,2.5563025007672873,360.0,,,COC1=CC=CC(C2=CC(NC(C)=O)=NC(N3N=C(C)C=C3C)=N2)=C1F
MHTDDROMURWUNV-UHFFFAOYSA-N,1.4661258704181992,29.25,1.9577030415488315,90.72,1.990671775066,97.875,O=C(NC1=CN=C(N2N=CC=N2)C(Cl)=C1)NC1=C(C2CC2)N2N=C(Cl)C=C2N=C1
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,0.670245853074124,4.68,,,,,CCN1C=C(C(=O)O)C(=O)C2=CC=C(C)N=C21
MHWQFWUYBKZWOI-UHFFFAOYSA-N,2.1326438509730803,135.72,,,,,CSC1=NC(C2=CC=CC=C2)=NN1CC1=CC=CC=C1
MHXBLGVXWZIAGG-UHFFFAOYSA-N,0.8605775512444155,7.254,,,,,CC1=NC2=NC=NN2C(NC2=CC=C(C#N)C(C(F)(F)F)=C2)=C1
MHXFHNQOZPIPDS-QUMGSSFMSA-N,1.691435152144062,49.14,,,,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](N1C(C)=NC3=C1CN(C(=O)C(C)C)CC3)C2)C1=CC=CC=C1
MHZYHAVMNODWNV-OCCSQVGLSA-N,1.2787536009528289,19.0,,,,,C[C@@H]1CC2=NN3C[C@H](CN(C)C)ON(C)C(=O)C3=C2CN1C(=O)NC1=CC=C(F)C(Cl)=C1
MIGGVSPGGBXWCT-KRWDZBQOSA-N,0.9208013818256542,8.333,,,1.1248301494138593,13.33,CC1=CC(C(F)(F)F)=C2C=CC=C(OCC3=C(Cl)C=CC(S(=O)(=O)N4CCC[C@H]4C(=O)O)=C3Cl)C2=N1
MIKFJIZJMYELPB-JCNLHEQBSA-N,-0.32975414692587596,0.468,2.3521825181113627,225.0,2.649636617730435,446.31,CC1=CC([C@H]2CC[C@H](C3=NN=C4CCCC5=CC=CC=C5N43)CC2)=NO1
MINMDCMSHDBHKG-UHFFFAOYSA-N,2.165095874754218,146.25,,,,,COC1=CC(OCC2=C(C)SC(N3CCOCC3)=N2)=C2C=C(C3=CN4N=C(OC)SC4=N3)OC2=C1
MIOKYZZTPMKVEG-IAGOWNOFSA-N,1.624488362513449,42.12,2.204662511748219,160.2,,,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCC3=C(C2)C2=CC=C(F)C=C2N3)CC1
MIOOLADVEXMJRX-UHFFFAOYSA-N,2.6691587574329096,466.83,,,,,CC1=CN(CC2=CC=CC=C2)C2=NC=NC(OC3CCN(CC4=CSC=N4)CC3)=C12
MIOPZVIHARQDEU-UHFFFAOYSA-N,1.591064607026499,39.0,,,,,COC1=CC(OC)=C(F)C(COC2=CN=C(NC3=CN=C(N4CCC(N5CCN(C)CC5)CC4)N=C3)N=C2)=C1F
MIQICHPRLKMBRT-UHFFFAOYSA-N,1.0681858617461617,11.7,,,1.4903588576844036,30.9285,CN1CCC(NC(=O)C2(NC(=O)NC3=CC=C(Br)C=C3)CCCC2)CC1
MIQLGALOHDCCLT-UHFFFAOYSA-N,2.6691587574329096,466.83,,,,,FC(F)(F)C1=NC(OC2CCN(CC3=CSC=N3)CC2)=C2C=CN(CC3=CC=CC=C3)C2=N1
MIRNCGQQVHLNFT-UGSOOPFHSA-N,0.9344984512435677,8.6,,,,,COC1=CC=C([C@H]2[C@H](CF)C(=O)N2C2=CC(OC)=C(OC)C(OC)=C2)C=C1O
MISZTPRYLXZBCN-UHFFFAOYSA-N,2.3582204731086795,228.15,,,,,CCCCC(=O)N1CCC2(CC1)CCN(C(=O)NC1=CC=C(OC(F)(F)F)C=C1)C2
MITRKIWBJVJRAM-UHFFFAOYSA-N,0.8920946026904804,7.8,1.380211241711606,24.0,,,O=C1CN(C2=C(Cl)C(=O)NN=C2)CCN1CC1=CC=CC=C1C(F)(F)F
MIVGSGORKRRJPI-UHFFFAOYSA-N,,,,,2.6458102098773817,442.395,COC1=CN=CC(C2=CC=CC(C3=CN4C=CC=C(C(N)=O)C4=N3)=C2)=C1
MIWDXZRGHPDDGZ-UHFFFAOYSA-N,,,,,2.160933490460957,144.855,CC1=NN2CCN(C(=O)CSC3=NC=NC4=C3C(Cl)=C(C)S4)CC2=N1
MIWWMVGPFZMLEG-LLVKDONJSA-N,1.1473671077937864,14.04,,,,,C1=CC=C([C@@H]2CC3=NC=CN3C2)C(C2=NC=CO2)=C1
MJAOBFDYXAEUOP-GASCZTMLSA-N,1.8360834777642523,68.562,,,,,CC1=CC=CC(C2=CN([C@H]3CC[C@@H](N)CC3)C3=NC=NC(N)=C23)=C1
MJASNLBAYVEZLN-UHFFFAOYSA-N,,,,,1.8645733729304612,73.2105,CC(C)CC(=O)C1=C(N)N=C(NC2CCCCC2)S1
MJBVGWCISSIYKJ-UHFFFAOYSA-N,,,,,1.4378298064082191,27.405,ON=C(O)C1=CC=CC2=C1CCN(C1=NC3=CC=CC=C3N1)C2
MJCKYDPFUPMINT-UHFFFAOYSA-N,1.285669805960068,19.305,,,,,CC(C)(C)CCC1(C(=O)C2=CC(F)=C3NC=CC3=C2)CCNC1
MJDCALJSCAZFLX-UHFFFAOYSA-N,2.15454569242091,142.74,,,2.9889311134896985,974.835,COC1=NC2=CC=C(C#N)C=C2C=C1C(C1=CC=CC(F)=C1)C(O)(CCN(C)C)C1=CN=CC(C)=C1
MJFJLDQHFLELII-XUNZJTMSSA-N,2.6691587574329096,466.83,,,,,O=C(NCC1=CC=CC=C1)[C@@H](C1=CC=CC=C1)N1CC2CC(C1)N2C(=O)C1=CC(F)=CC=C1Cl
MJFKEOMGTUZOQS-INIZCTEOSA-N,1.4471580313422192,28.0,1.919078092376074,83.0,,,C[C@@H](CN1CCC2(CC1)CC(=O)NC1=CC=CC=C12)NC(=O)C1=CC=C(F)C=C1
MJFVDIUZXBUYNY-UHFFFAOYSA-N,2.236033147117636,172.2,,,3.2788678739391224,1900.5,COC1=CC(C(=O)C2=CC=CC(C3=CC=C(C)C=C3)=N2)=CC2=C1OCCO2
MJMOCBPSVCEKPI-AWEZNQCLSA-N,1.670245853074124,46.8,1.9454685851318196,88.2,,,C[C@H](NC1=NC=NC(N)=C1C#N)C1=NC2=CC=C(F)C=C2C(C(=O)N2CC(O)C2)=C1C1=CC=CC=C1
MJODGRKFDBUWCB-UHFFFAOYSA-N,1.5595475555804343,36.27,2.1065308538223815,127.8,,,COC1=CC=C(OCC(=O)N2CCC3(CC2)CN(CC2=CC=C4OC(C)(C)CCC4=C2)C3)C=C1
MJOUHRIZMBQKFO-UHFFFAOYSA-N,0.6989700043360189,5.0,,,1.6232492903979006,42.0,CC1=NC2=C(Cl)C=C(F)C=C2N1C1=CC=C(C(=O)NC2CC2)S1
MJQAWGOTAFTPJK-HOCLYGCPSA-N,,,,,1.9232440186302764,83.8,CC1(C)C[C@H](O)C[C@](C)(CNC2=CC=CC(C(F)(F)F)=C2)C1
MJSKXOIIHARCLW-OAHLLOKOSA-N,1.3010299956639813,20.0,,,,,CC1=C([C@@H](C)NC2=NN=C(C)C3=CC=C(N4CCNCC4)C=C23)C=CC=C1C(F)(F)F
MJSLGTDKVDKHMT-COHOHZFKSA-N,,,,,1.9351544472161684,86.13,CC1=CC(/C(C[C@@H](C2=CC=C(C3=CC=C(C(=O)O)C=C3)C=C2)C2=CC=CC=C2C)=N/O)=CC=N1
MJSLGTDKVDKHMT-MFOJXTESSA-N,,,,,2.437829806408219,274.05,CC1=CC(/C(C[C@H](C2=CC=C(C3=CC=C(C(=O)O)C=C3)C=C2)C2=CC=CC=C2C)=N/O)=CC=N1
MJTBJMPEEDJGDQ-UHFFFAOYSA-N,0.8163738887523619,6.551999999999999,,,1.748067803859024,55.9845,COCC1=NN2C(NC3=CC=C(S(F)(F)(F)(F)F)C=C3)=CC(C)=NC2=N1
MJXRIUSTMWJDCG-HNNXBMFYSA-N,0.9132839017604184,8.19,,,,,CCOC1=CC=CC=C1C(=O)N(CC1CCC1)[C@H]1CCNC1
MJZBKUCPUSBGLA-KRWDZBQOSA-N,,,,,2.2739730037695494,187.92,CN1N=CC2=CC=CC(C3=CC=C(S(=O)(=O)CC(C)(C)C(=O)N[C@H](C#N)CC(N)=O)C=C3)=C21
MKAFISCAIDTHDT-MNIJKNIISA-N,0.5797835966168101,3.8,,,,,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@@H](N3C=NC4=CC(Cl)=C(Cl)C=C43)C[C@@H]21
MKBCCNVAXYXPSI-UHFFFAOYSA-N,0.06818586174616162,1.17,0.15836249209524964,1.44,0.8937617620579434,7.83,O=C(NCCN1CCCC1)C1=CC(NCCC2CCOCC2)=NC2=CC=C(Cl)C=C12
MKBMJDPTELZANI-UEEAVMEZSA-N,1.0681858617461617,11.7,,,,,CC1=NC2=CC=C(F)C=C2N1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCS(=O)(=O)CC1)C1=CC=CC(F)=C1
MKBWCVPATVDDQB-HHHXNRCGSA-N,1.8535156967569286,71.37,,,2.5565195937395173,360.18,CN1C=CC2=CC=C(C3=CC(N[C@H](C4=CC=CN=C4)C4=CNC(=O)C=C4)=CC4=NC=CN=C34)C=C21
MKBWCVPATVDDQB-MHZLTWQESA-N,1.960280464436642,91.26,,,2.597053140176605,395.415,CN1C=CC2=CC=C(C3=CC(N[C@@H](C4=CC=CN=C4)C4=CNC(=O)C=C4)=CC4=NC=CN=C34)C=C21
MKBWCVPATVDDQB-UHFFFAOYSA-N,1.960280464436642,91.26,,,2.6790915970687106,477.63,CN1C=CC2=CC=C(C3=CC(NC(C4=CC=CN=C4)C4=CNC(=O)C=C4)=CC4=NC=CN=C34)C=C21
MKCKRMGHXDEBLX-UHFFFAOYSA-N,,,,,1.1490342671612495,14.094,O=C(NC1=CC=CC(C2=NN3C=C(C4=CC=CC=C4)C=NC3=C2)=C1)N1CCCC1
MKEKLDGZDSPMMY-UHFFFAOYSA-N,,,1.334453751150931,21.6,,,CN(C1=NN=C(C2=CC3=CC(C#N)=CC=C3S2)S1)C1CC(C)(C)NC(C)(C)C1
MKFBABJRXQJZIW-UHFFFAOYSA-N,1.691435152144062,49.14,,,1.5927317663939622,39.15,O=C(CCCN1CCCCCC1)NC1=CN=C(C2=CC=C(F)C(F)=C2)S1
MKFBFGXYGIKOGL-UHFFFAOYSA-N,0.8463371121298052,7.02,,,,,CN(C)CCCOC1=CC=C(C2=CC(C(N)=O)=C(NC(N)=O)S2)C=C1
MKHLHBYKZULRCX-UHFFFAOYSA-N,-1.2328441339178196,0.0585,,,,,O=C1NN=C(CC2=CC=CC(N3C(O)=CC=C3O)=C2)C2=CC=CC=C12
MKHZEBIRPOHJAH-UHFFFAOYSA-N,1.585381759696136,38.493,,,1.9410366294421229,87.3045,C1=CC(NCCCCN2CCOCC2)=C2C=CC3=C(C=CC4=C(NCCN5CCOCC5)C=CN=C43)C2=N1
MKIGMPSDMNXEHJ-UHFFFAOYSA-N,2.269582986066613,186.03,,,,,CCN(CC1=CC=CN=C1)C1=CC=CC(C2=NC3=CC=CC=C3S2)=C1
MKIWATPNTUGKEL-NSHDSACASA-N,0.06818586174616162,1.17,1.6354837468149122,43.2,,,C[C@H](OC1=CC=C(C#N)C(Cl)=C1C(=O)N1CC2=CN(C3=CC=C(F)C=N3)N=C2C1)C(F)(F)F
MKJIEFSOBYUXJB-HOCLYGCPSA-N,1.8808135922807914,76.0,,,2.4051755462179893,254.2,COC1=CC2=C(C=C1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
MKJUKAUNROWEHZ-RUZDIDTESA-N,2.7708520116421442,590.0,,,,,O=C(C=C1CCN(C(=O)C2=CC=CC=C2F)CC1)N[C@@H]1CCN(CC2=CC=C3C=C(F)C=CC3=C2)C1
MKKLXKXAAUILMN-UHFFFAOYSA-N,0.3904051564800809,2.457,0.25527250510330607,1.8,,,CC1=CC=C2C(N3CCN(CCC4=CC=CC5=C4OCC4=CN=CN54)CC3)=CC=CC2=N1
MKLKAQMPKHNQPR-NSHDSACASA-N,1.0504570947857301,11.232,,,1.5750029994335306,37.584,C[C@H](NC(=O)C1=C(OC2=CC=CC(C(F)(F)F)=C2)N(C)N=C1C(F)F)C1=CC=C(C(=O)O)C=C1
MKLKKWNFPRDKQP-UHFFFAOYSA-N,,,,,2.4735453586747536,297.54,CCCCC1=CC=C(C2=NC(CNCC)=CO2)C=C1
MKLVTCRDCBUSLC-UHFFFAOYSA-N,,,,,3.225309281725863,1680.0,C1=COC(C2=NN=C(SCC3=CC=CC4=CC=CC=C34)O2)=C1
MKMPWKUAHLTIBJ-ISTRZQFTSA-N,,,,,0.8691935705672063,7.399349999999999,CS(=O)(=O)N1C=C2CN([C@H]3CO[C@H](C4=CC(F)=CC=C4F)[C@@H](N)C3)CC2=N1
MKMSLJYQGXJIQH-UHFFFAOYSA-N,2.410608542568368,257.4,,,,,CCCCN(C1=C2SC=C(C3=C(OC)C=C(COCC)C=C3OC)N2N=C1OC)C1CCOCC1
MKMZJKFJHZVYQT-UHFFFAOYSA-N,1.2143138974243997,16.38,,,,,ON=C(O)C1=CC=C(CN2C3=CC=CC=C3SC3=CC=CC=C32)C=C1
MKNGJNHUZSCTJU-UHFFFAOYSA-N,1.4106085425683679,25.74,,,,,CN1CCC(OC2=CC=CC3=NC=NC(NC4=CC=C(OCC5=CC=CC=N5)C(Cl)=C4)=C23)CC1
MKOWCHSGGDDBTK-UHFFFAOYSA-N,1.9798760205000228,95.47199999999998,,,,,COC1=CC2=NC=C(C3=CC=C(NC(=O)C4=CC=C([N+](=O)[O-])O4)C=C3F)N2C=C1
MKPOOMSRMMYJOB-UHFFFAOYSA-N,2.894260664446988,783.9,,,,,COCC1=CC(OC)=C(C2=CSC3=C(N(C(C)C)C4CCOCC4)C(OC)=NN23)C(OC)=C1
MKSBVDYUKXDGHY-UHFFFAOYSA-N,0.7671558660821804,5.85,2.470116353151004,295.2,,,COC1=CC(OC)=C2N=NC3=C(C(C4=CC=CC(C(N)=O)=C4)=NN3C)C2=C1
MKUKBCVJQXCFKM-UHFFFAOYSA-N,1.8974896345771866,78.975,1.752202153176521,56.52,,,CC(=O)C1=CC=C(S(=O)(=O)C2=C(C)N(CCCOC3=CC(C)=C(Cl)C(C)=C3)C(C(=O)O)=C2C)C=C1
MKUURPNLTSGSQF-UHFFFAOYSA-N,0.8316138553090989,6.786,0.8785217955012065,7.56,,,COCC(C)N(CC(=O)NC1=CC(F)=CC(F)=C1)C(=O)C1=CC=C(C2=CC=CC=N2)C=C1
MKVIWRSKGWYSJK-UHFFFAOYSA-N,4.298634783124435,19890.0,4.2552725051033065,18000.0,,,COC1=NC=C(C2=CC=CC(Cl)=C2CCNC(=O)C2=CC=C(OCCC(F)(F)F)N=C2)C=N1
MKXKFYHWDHIYRV-UHFFFAOYSA-N,0.7924617313469507,6.2010000000000005,-0.06803388527182737,0.855,0.291701770729981,1.9575,CC(C)C(=O)NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1
MKXOEYWYQYOBEQ-BNAAVTMESA-N,2.0681858617461617,117.0,,,,,C[C@@](C(=O)O[C@H]1C[N+]2(CCOC3=CC=C(Cl)C=C3)CCC1CC2)(C1=CC=CC=C1)N1CCCCC1
MKXZASYAUGDDCJ-KBAYOESNSA-N,0.7327956982893291,5.404999999999999,,,,,COC1=CC=C2C[C@@H]3[C@H]4CCCC[C@]4(CCN3C)C2=C1
MKXZASYAUGDDCJ-NJAFHUGGSA-N,3.6088065703996164,4062.623444444444,2.091068731500012,123.33,2.2974535522623025,198.35975000000002,COC1=CC=C2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)C2=C1
MKYIHEJBAWWZKP-UHFFFAOYSA-N,2.1473671077937864,140.4,,,,,CC1=CC=C(C2CCCCN2S(=O)(=O)C2=CC=C3OCC(=O)NC3=C2)C=C1
MLAUBNUNAKNFHB-LJQANCHMSA-N,1.5587085705331658,36.2,1.7596678446896306,57.5,,,CCC1=CC(F)=C2N=C(N3CCC(N[C@@H]4CCCOC4)CC3)C(C3=NC(C)=NO3)=C(C)C2=C1
MLAUXXOCJYXBIG-UHFFFAOYSA-N,,,,,2.1893288620204223,154.6425,CNS(=O)(=O)C1=CC=C2C(=C1)CCN2C(=O)C1=CC=CC=C1F
MLBLDXFEOCEMSR-UHFFFAOYSA-N,,,1.5774917998372253,37.8,,,CNC(=O)NC1=CC(OC2=C(F)C=CC=C2F)=C(C2=CC=C(OCCO)N=C2)C=N1
MLCSQCQQXKVRFQ-UHFFFAOYSA-N,1.8942606644469882,78.39,,,,,CCN(CC)C(=O)C1=CC=C(C(=C2CCN(CC3=CSC=N3)CC2)C2=CC=CC=N2)C=C1
MLDQTQOMWDNTNN-UHFFFAOYSA-N,,,1.4014005407815442,25.2,,,COC1=CC=NC=C1C(=O)NC(=O)NC1=CC=C(C2=CC=CC=C2)C(C(F)(F)F)=C1
MLHMKWGZSYNVOH-UHFFFAOYSA-N,2.0827853703164503,121.0,,,,,CC(C)NS(=O)(=O)C1=CC=C(C2=C(C#N)C3=CC(F)=CC=C3N2C2CCC2)N=C1
MLHUEVZLHPFKKC-UHFFFAOYSA-N,,,2.534026106056135,342.0,2.785856364748424,610.74,COC1=CC=C2C(OCC3=NN=C4C=CC(C5=CC(F)=C(F)C(F)=C5)=NN34)=CC=NC2=C1
MLIYUVZSBYCPSQ-UHFFFAOYSA-N,3.7671558660821804,5850.0,4.209515014542631,16200.0,,,CC(C)N1CCC(OC2=CC=C3NC(C(=O)N4CCC(F)(F)CC4)=CC3=C2)CC1
MLJFKTUKLOQRCF-UHFFFAOYSA-N,1.4325492163618925,27.0738,,,,,O=C(CC1=CC=CC=C1)NC1=NN=C(NC2CCN(C3=NN=C(NC(=O)CCC4=CN(CC5=CC=C(C(F)(F)F)C=C5)N=N4)S3)CC2)S1
MLKRCEWWRVAFRU-UHFFFAOYSA-N,1.1473671077937864,14.04,1.510545010206612,32.4,,,CC1=CC(=O)C2=C(F)C=NC=C2N1C1=C(Cl)C=C(C#N)C=C1Cl
MLKXDPUZXIRXEP-MFOYZWKCSA-N,0.5453071164658241,3.51,,,,,CC1=C(CC(=O)O)C2=CC(F)=CC=C2/C1=C\C1=CC=C([S+](C)[O-])C=C1
MLLFERRZXWMXRQ-OXQOHEQNSA-N,,,4.300305640172895,19966.67,,,CN1C=NC(S(=O)(=O)N2C[C@H](COC3=CC=CC(OC(F)(F)F)=C3)[C@@H](C3=CC=C(F)C=C3)C2)=C1
MLLGHRGDFKXYKT-UHFFFAOYSA-N,1.335858911319818,21.67,,,,,COC1=CC=C(C2C3=C(CCN2C(=O)NC2=CC(OC)=CC(OC)=C2)SC=C3)C=C1
MLQWIWGLWAXAFA-UHFFFAOYSA-N,,,,,3.6074550232146687,4050.0,COC1=CC(OC)=C(NC(=O)CC2=CN(C)C3=CC=CC=C23)C=C1Cl
MLRJOXSFEYKLLF-VWLOTQADSA-N,,,1.8129133566428555,65.0,,,CC1=CC(C)=C(S(=O)(=O)N[C@@H](CC2=CC=C(C3=CC=CC(NC4=C(NC5CC5)C(=O)C4=O)=C3)C=C2)C(=O)O)C(C)=C1
MLTXMMPCYMQREL-GOTSBHOMSA-N,,,,,2.06595298031387,116.4,CC1=CC=CC(C(=O)N[C@@H]2C(=O)NC3=C(C(C)=NN3C3CCCC3)[C@@H]2C2=CC=C(F)C=C2)=C1
MLVYYPOQUOHSGF-ZDUSSCGKSA-N,,,,,2.8102157106078685,645.975,CC1=CC(C(F)(F)F)=CC(N2C(=O)OC[C@H]2C(=O)N(C)C2=CC=CC(Cl)=C2F)=N1
MLWZRROZCADIQQ-AWEZNQCLSA-N,2.2528530309798933,179.0,,,,,CC1=CC=C([C@H](C)NC(=O)CN2N=NC3=CC=C(C)C=C3C2=O)C=C1
MLXLESBKNZJCJA-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,COC1=CC=C(C2=CC(C3=CC=C(N4C=NC=N4)C=C3)=CN=C2N)C=N1
MLYQRKYDWYGQBC-UHFFFAOYSA-N,2.7323937598229686,540.0,,,,,O=C(NC1=CN=C2C=CC=CC2=C1)C1=CC=C(C2=CC=CC=C2)C(CN2CCCCC2)=C1
MLZKFPXFMPNAJV-HXMYXVSTSA-N,1.9819997141298784,95.94,,,2.412275701935831,258.39,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOC2=CC=CC=C21)C1CCC(F)(F)CC1
MLZKFPXFMPNAJV-IMZPRDNVSA-N,1.6479694583629718,44.46,,,0.8937617620579434,7.83,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOC2=CC=CC=C21)C1CCC(F)(F)CC1
MMAHJSVBFSLTPC-UHFFFAOYSA-N,1.6363875858131567,43.29,2.2143138974244,163.8,,,CCN(CC1=NN2C(C)=CN(CCC#N)C(=O)C2=C1)C1=CC=C(F)C=C1
MMBDWDAKDCKUAX-UHFFFAOYSA-N,1.9976047874604543,99.45,,,,,CC1=CC(C2CC=CCN(C)C2)=CC=C1Cl
MMBJQNHQQHDAKU-UHFFFAOYSA-N,1.3469394626989906,22.23,,,,,CCCNC(=O)C1=NN=C2C(C3=CN=C(OC)N=C3OC)=CC=CC2=C1N
MMCKDVRYGOZFPK-LPHOPBHVSA-N,1.6479694583629718,44.46,,,,,C[C@@](CC1=CC=CC=C1)(NC(=O)[C@@H](N)CC1=CC=CC=C1)C(N)=O
MMCKTCYZCHRPQJ-UHFFFAOYSA-N,2.088174021337447,122.5107,,,,,CC(C)C(=O)NC1=NC(C2=CC=CC=N2)=CC2=CC=CC=C12
MMCYXMUZXDBPKB-UHFFFAOYSA-N,4.913283901760418,81900.0,,,,,CC(C)CCOC(=O)C1=CN=C(N2CCN(C(=O)NS(=O)(=O)C3=CC=C(Cl)S3)CC2)C(Cl)=C1
MMDSNDJJYFIJMV-DLBZAZTESA-N,1.5733358400660675,37.44,,,,,CNC(=O)C1=NN(C)C2=CC=C(NC3=NC=CC(N4C=C(N[C@@H]5CCOC[C@@H]5N)C(C)=N4)=N3)C=C12
MMIAPZBOJFPDKJ-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,CC1=C(NC(=O)C2=CC=CC(C#N)=C2)C=NC2=C1C(C1CCN(C(=O)C3CC3)CC1)=CN2C
MMIJETCSDONNGS-UHFFFAOYSA-N,,,2.593728998707911,392.4,,,CC1=CC(C2=CC=CN=C2OC2=CC=CC3=C2C=CN3)=NC(N)=N1
MMIXUSJYTSMKEI-UHFFFAOYSA-N,,,0.43136376415898736,2.7,,,CC(C)(O)C1=CC=C(C(=O)NCC2=CC=C(NS(C)(=O)=O)C=C2Cl)C=C1
MMJCDUBUESXINV-UHFFFAOYSA-N,1.1072099696478683,12.8,,,1.8836614351536176,76.5,O=C1C2=CC=C(Cl)C=C2CN1C1=CC=CN=C1
MMJDOWOZKGXPBB-UHFFFAOYSA-N,0.670245853074124,4.68,2.8691143269793753,739.8,,,COC1=CC(F)=CC2=C1N=NC1=C2C(C2=CC=CC=C2Cl)=NN1C
MMKDIMGMOCXHAH-RUZDIDTESA-N,1.2143138974243997,16.38,,,,,N#CC1=CC=C([C@H](C(=O)NCC2=CC=CC=C2)N2CCN(C(=O)C3=CC(F)=CC(F)=C3)CC2)C=C1
MMKUYFKGNQTEGE-TWPJBNHHSA-N,2.244277120801843,175.5,,,,,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(=NC(=O)C(NOC)C3=CSC(N)=N3)[C@H]2SC1
MMKVZLJHSHMMKD-UHFFFAOYSA-N,,,,,2.2361844428801496,172.26,O=C(C1=CC=CC(Cl)=C1)N1CCN(CC2=CC=C(NS(=O)(=O)CC3CCCO3)C=C2)CC1
MMOOFFFQYJLTLQ-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,CNC(=O)NC1=NN2C=C(C3=CN=CC(S(=O)(=O)NC(C)(C)C)=C3)C=CC2=N1
MMOUWYVYTVUFAB-UHFFFAOYSA-N,1.4242117189392844,26.559,,,,,O=C(C1=CC=C(F)C=C1)C1CCN(C(=O)C2=CC=C(Br)C=C2)CC1
MMPAULQSJLVKHP-UHFFFAOYSA-N,1.2219355998280053,16.67,2.8846084695307033,766.67,,,ClC1=CC=CC(C2=NN=NN2CC2=CC=CN=C2)=C1Cl
MMPNWIGFLRXXFZ-UHFFFAOYSA-N,,,,,0.7688230254496434,5.8725,COC1=CC=C(S(=O)(=O)NC2=CN=C(CN3CCN(C(=O)C4=CC=CC(Cl)=C4)CC3)N=C2)C=C1
MMUPSFVFBRAVOH-UHFFFAOYSA-N,1.3617278360175928,23.0,,,,,CCOC1=CC(NC2=NC=C(OCC3=C(F)C(OC)=CC(OC)=C3F)C=N2)=CC=C1N1CCC(N2CCN(C)CC2)CC1
MMUWYVIIEWCTLD-UHFFFAOYSA-N,,,1.717670503002262,52.2,,,CC1=CC=C(S(=O)(=O)NCC(C)(C)O)C=C1C1=CN=C(N)C(C2=NN(C)N=C2)=N1
MMWFLIBCIOFXBI-BZUAXINKSA-N,,,,,3.11293997608408,1297.0,ON=C(O)[C@@H]1[C@H](C2=CC=CC=C2)[C@H]1C1=CC(Cl)=C2OCCOC2=C1
MMWXEYASGQOQGV-UHFFFAOYSA-N,2.4614099781074588,289.341,2.113207769822735,129.77999999999997,,,O=C(C1=CC=CC=C1C(F)(F)F)N1CCC(N(C2=CC=C(C(F)(F)F)C=C2)C2=CC=CN=C2)CC1
MMYMTFWMJSXBLE-UHFFFAOYSA-N,3.703033304733686,5047.0,,,,,COC1=CC2=NC(N3CCC(N4CCCC(CO)C4)CC3)=NC(NC3=CC=C(Cl)C=C3)=C2C=C1OC
