OPENADMET_INCHIKEY,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM,OPENADMET_CANONICAL_SMILES
DAWBLXXVCNGNOW-MHZLTWQESA-N,1.6363875858131567,43.29,,,,,CCCC[C@H]1CN(CCC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC1)CC2
DAWINSQXUWPTBL-RYUDHWBXSA-N,,,2.2595938788859486,181.8,,,C[C@H](NC1=NC=C(F)C(N2C(=O)OC[C@@H]2C)=N1)C1=CN(C2=CC=C(Cl)C=C2)C=N1
DAWSINFMEXSXDH-UHFFFAOYSA-N,1.4106085425683679,25.74,,,2.1837963734204613,152.685,CCC(C(=O)NC1=CC=C(Cl)C=C1)N1CCC2(CCOC3=CC(C(F)(F)F)=CC=C32)CC1
DAWVIISZSJSPPE-LJQANCHMSA-N,2.1903316981702914,155.0,,,,,CCC1=CC=C(C2=CC3=C(S2)C(=O)N(C2=CC=C(N4CC[C@@H](NC)C4)N=C2)N=C3)C=C1
DAXZYVGQYZDTFR-FQEVSTJZSA-N,,,,,5.095704825459594,124653.6,CC1=CN(C[C@](C)(O)C(=O)NC2=CC=C(C#N)C(C(F)(F)F)=C2)C2=CC=C(F)C=C12
DAZBLQDQZWHNQD-UHFFFAOYSA-N,1.8463371121298053,70.2,1.954242509439325,90.0,,,NC1=NC=CC(N2C=CC3=NC=CC=C32)=N1
DAZPACNHTSDAMB-UHFFFAOYSA-N,,,,,2.5750029994335306,375.84,CC1=CC=C(F)C=C1C1=NN(C)C(NC2=CC(O)=CC(O)=C2C(=O)N2CC3=CC=CC(F)=C3C2)=C1
DBCKRBGYGMVSTI-UHFFFAOYSA-N,2.1135088405328193,129.87,,,,,O=C1NC2=C(O)C=CC(CCNCCS(=O)(=O)CCCOCCC3=CC=CC=C3)=C2S1
DBDIPFBJGDKNIO-FZMZJTMJSA-N,0.414973347970818,2.6,1.6434526764861874,44.0,,,C#CCN(CC)C(=O)[C@@]1(C2=CC=CS2)C[C@H]1CN
DBDZPSIDZCVRCS-UHFFFAOYSA-N,1.0791812460476249,12.0,,,,,CN(C)C1CCN(C2=CC=C(C3=COC4=CC(C5=CC=C(Cl)C=C5Cl)=CC=C4C3=O)C=N2)C1
DBIBYISKHBQVAL-HWKANZROSA-N,1.4593924877592308,28.8,,,,,CC1=CC(/C=C/C#N)=CC(C)=C1OC1=NC(NC2=CC=C(C#N)C=C2)=NN2C=CC=C12
DBIVCYWFHZYVHC-VCVDPVTQSA-N,2.1473671077937864,140.4,2.3344537511509307,216.0,,,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O
DBJABAADRLPYEN-UHFFFAOYSA-N,2.8744818176994666,749.0,3.0,1000.0,,,COC1=CN=C(C2=CC=CC=N2)N=C1C1CCCC1
DBLGDVQGUGDNDJ-UHFFFAOYSA-N,4.730943693427736,53820.0,5.0813473078041325,120600.0,,,COC1=CN=C(C2=C(OC)C=CC(F)=C2CCNC(=O)C2=CC=C(COCC(F)(F)F)N=C2)C=N1
DBLNBPCYGIJYNH-UHFFFAOYSA-N,0.6680689338198494,4.656599999999999,,,,,COC1=CC=C(NC(=O)CCC2=C(C)N3N=C(C)N=C3N=C2C)C=C1
DBMBMBNEFVQIKO-INIZCTEOSA-N,0.5733358400660676,3.744,,,,,CCOC1=NC(NC2=CC=C(C(=O)N3CCN4CCC[C@H]4C3)C=C2OC)=NC2=C1C=CN2
DBMBMBNEFVQIKO-MRXNPFEDSA-N,0.46612587041819925,2.925,,,,,CCOC1=NC(NC2=CC=C(C(=O)N3CCN4CCC[C@@H]4C3)C=C2OC)=NC2=C1C=CN2
DBMFNEZMJWKKPU-UHFFFAOYSA-N,1.58814504249823,38.7387,,,,,O=C(NC1=NC=C(F)S1)C(CC1CCOCC1)C1=CC=C(S(=O)(=O)C2CC2)C=C1
DBNYWRRQCXZQAZ-MRXNPFEDSA-N,,,,,4.274411883425874,18811.0,NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CNC(=O)C1=CC2=CC(Cl)=CC=C2N1
DBOGSXSBFWKDRX-SANMLTNESA-N,2.670245853074124,468.0,2.7993405494535817,630.0,,,COC1=CC=C2NC(C)=C(CC(=O)N[C@@H](CCCCCC(C)=O)C3=NC(C4=CC=CC=C4)=CN3)C2=C1
DBPGUQYBXNJEQQ-HDJSIYSDSA-N,0.9777236052888477,9.5,,,1.5314789170422551,34.0,N[C@H]1CC[C@H](NC2=NC=NC3=C2SC=C3C(=O)NC2=C(Cl)C=CC(NS(=O)(=O)C3=CC=CC=C3Cl)=C2F)CC1
DBPSXHAMJLQVIM-BETUJISGSA-N,1.0319736890917168,10.763999999999998,,,,,FC(F)(F)C1=CC=CC(N[C@H]2CC[C@@H](NC3=NN4C(Cl)=NN=C4C=C3)CC2)=C1
DBUACKSDVHYFNR-UHFFFAOYSA-N,,,,,2.8102157106078685,645.975,CCN=C1NC(C(F)(F)F)C(S(=O)(=O)C2=CC=C(C(C)(O)C(F)(F)F)C=C2)S1
DBVCMEXOYUZQJM-HKBQPEDESA-N,0.7494270991217489,5.616,,,,,COC1=CC(CNC(=O)C2=CC=C(OC3=CC=C(C#C[C@]4(O)CN5CCC4CC5)C=C3)C=C2)=CC(OC)=C1
DBVSYAGHUCOXLY-CQSZACIVSA-N,1.1760912590556813,15.0,,,,,CC1=NC=CC=C1[C@@H](C)NC1=NN=C(C)C2=CN=C(N3CCOCC3)C=C12
DBVXEDIWOSVHPX-UHFFFAOYSA-N,1.2143138974243997,16.38,1.4014005407815442,25.2,,,CC(=O)NC1=NC2=CC=C(C3=CN=C(Cl)C(NS(=O)(=O)C4=CC=C(Cl)C=C4)=C3)C=C2S1
DBWSFWPXCPNWRZ-NEPJUHHUSA-N,,,,,1.9344984512435677,86.0,C[C@H](CN1CCC[C@@H]1C)NC(=O)C1=CC=C(C2=NOC(C(F)(F)F)=N2)C=C1
DBWUUVVUXKTOAW-UHFFFAOYSA-N,1.0073209529227445,10.17,,,,,CCC1=CC=C(C2=NC3=CC(NC(=O)C4=CC([N+](=O)[O-])=CC=C4Cl)=CC=C3O2)C=N1
DBXXNIKINXQFRO-UHFFFAOYSA-N,,,,,1.972943008105568,93.96,O=C(NC1=CC=CC(C2=NC3=NC=CC=C3O2)=C1)C1=CC=CO1
DBZPBWCAJVQAET-UHFFFAOYSA-N,2.3423437110098417,219.96,2.5081255360831993,322.2,3.1254861453864597,1335.015,CC1=CC=CC=C1N1CCN(C(=O)C2CN(C(=O)C3CCCC3)CC3=CC(Cl)=CC=C32)CC1
DBZQPHHSGKVETC-UCLIPSOQSA-N,1.3924683170438543,24.687000000000005,,,2.2934354835389814,196.533,C[C@@H]1O[C@H](NC(=O)C2=CC=C3C=CC=CC3=C2)[C@@H](O)[C@H](O)[C@@H]1O
DCBLGKIQORLRGE-UHFFFAOYSA-N,0.9030899869919435,8.0,,,,,O=C(NC1CCCOC2=C(C3=CC=C(Cl)C=C3)N(C3=CC=CC=C3Cl)N=C21)C1=NON=C1
DCBOTANZTAQOQD-KEGKXGDTSA-N,1.1821292140529984,15.21,0.15836249209524964,1.44,1.4439901151130374,27.7965,CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](SC3=CC=CC(OCC4=CC=C(F)C=C4C)=C3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O
DCCKBSBCTWLIIY-SFHVURJKSA-N,1.0681858617461617,11.7,,,,,CC1=CC=C(C(=O)NC2=CN3N=CN=C3C(CN3CCN(C(=O)C4CCOCC4)[C@@H](C)C3)=C2C)C=N1
DCCPBTNNUJXTLA-TWELLFLDSA-N,1.2442771208018428,17.55,,,1.5927317663939622,39.15,C[C@@H]1O[C@H](CNS(=O)(=O)C2=CC=C(CCN3C=C(CN4CCN(C5=CC6=C(C=C5F)C(=O)C(C(=O)O)=CN6C5CC5)CC4)N=N3)S2)[C@@H](O)[C@H](O)[C@@H]1O
DCCSKCKYZIBFQY-QKDODKLFSA-N,1.2442771208018428,17.55,,,,-3.915,CN(C)[C@H]1CC2=CC(=CC=C2)OCCCC[C@@H](C(=O)NC2CCCC2)NC(=O)[C@H](CCN2CCOCC2)NC1=O
DCCURTWPGCWNFN-SNVBAGLBSA-N,1.5797835966168101,38.0,,,,,CC1=CC(C#N)=CC(Cl)=C1NC1=NC(Cl)=CN([C@H](C)C2CC2)C1=O
DCFOJAIMOGNIPT-UHFFFAOYSA-N,1.919444210465237,83.07,,,,,CCP(=O)(CC)C1=CC=CC=C1NC1=NC(NC2=CC(C3=CN(C)N=C3)=C(N3CCOCC3)C=C2OC)=NC=C1Cl
DCGDPJCUIKLTDU-QWQRMKEZSA-N,,,2.45117215751254,282.6,,,CC1=CC([C@H](C)NC2=NC=CC(N3C(=O)OC[C@@H]3[C@@H](C)F)=N2)=NC=C1C1=CC=NC(C(F)(F)F)=C1
DCGDPJCUIKLTDU-SUNYJGFJSA-N,1.816373888752362,65.52,1.9084850188786497,81.0,2.3780616014047293,238.815,CC1=CC([C@H](C)NC2=NC=CC(N3C(=O)OC[C@@H]3[C@H](C)F)=N2)=NC=C1C1=CC=NC(C(F)(F)F)=C1
DCGHAOQEKLEBHP-UHFFFAOYSA-N,2.4578818967339924,287.0,,,,,O=C(NC1=CC=C2C=CC=NC2=C1)C1=CC=C(C2=CC=CC=C2)C(CN2CCCCC2)=C1
DCHONVWZMNPDGG-UHFFFAOYSA-N,1.478118985077456,30.069,,,,,O=C1N=C(N2CCN3C=C(C4=CC=C(F)C=C4)N=C3C2)SC2=C([N+](=O)[O-])C=C(C(F)(F)F)C=C12
DCKRHEMOJZTVFP-VBBSPCATSA-N,3.1142772965615864,1301.0,3.0090257420869104,1021.0,3.0982975364946976,1254.0,CC(C)C[C@H](NC(=O)[C@H](CC1=CSC=N1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
DCLQMFDFJZLAQH-UHFFFAOYSA-N,1.4299136977637545,26.91,,,,,O=C(CC1=CN2C=C(Cl)C=CC2=N1)N1CCC2(CC1)CN(CC1=CC=C(N3N=CC=N3)C=C1)C2
DCMPROXQCXPUIR-UHFFFAOYSA-N,,,,,2.859903494796976,724.275,NCC(C1=CSC2=CC=CC=C12)N1CCC2=C(SC=C2C2=CC=CN=C2)C1=O
DCNCPYLJHYTVBO-UHFFFAOYSA-N,2.765914312276788,583.33,,,3.0211892990699383,1050.0,O=C(CN1CCN(C2=CC=C(Cl)C=C2)CC1)NC1C2CC3CC(C2)CC1C3
DCNQTKAVOYMOSG-UHFFFAOYSA-N,0.9712758487381052,9.36,1.1846914308175989,15.3,,,CN(C)CCN1CCN(C2=CC=C(CN3C(=O)NC4=C(N)N=C(C(F)(F)F)C=C43)C=N2)CC1
DCOOJMBFLSZUEL-UHFFFAOYSA-N,1.2442771208018428,17.55,,,,,COC1=CC=C(C2=CC(C3=CC=C(S(=O)(=O)NC4CC4)C=C3)=CN=C2N)C=N1
DCOPUUMXTXDBNB-UHFFFAOYSA-N,2.2317875063943746,170.52478333333332,2.1531555571961136,142.28383333333332,4.45841318784775,28735.13142857143,O=C(O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DCPIUFZZSDRFTC-AJZOCDQUSA-N,0.5125509929042107,3.255,,,,,O=C(O)C(C1=CC=CC=C1)N1CCO[C@@H](CN2CCC(OC3=CC=C(Cl)C(Cl)=C3)CC2)C1
DCRLONDGVUVHIO-UHFFFAOYSA-N,1.9819997141298784,95.94,,,,,CC1=CC(C#N)=CC(F)=C1OC1=NC(NC2CCN(C3=CC=CC(C(N)=O)=C3)CC2)=NC=C1Br
DCROUMFSOORFPU-UHFFFAOYSA-N,1.3469394626989906,22.23,,,,,COC1=CC=C(C=NN=CC2=CC=C(OC)C(OC)=C2)C=C1OC
DCSUBABJRXZOMT-UHFFFAOYSA-N,2.149893131843511,141.219,,,,,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CCCOC2=CC=C(F)C=C2)CC1OC
DCVMXZGIYMCDBF-UHFFFAOYSA-N,,,,,1.1242106834362173,13.311,CC1=CC=C(C2=CC(C(=O)NCCN3CCCC3)=C3C=C(F)C=CC3=N2)C=C1
DCWLWVQKMUBEHU-UHFFFAOYSA-N,1.6809697184658972,47.97,,,,,NC1CCN(C2=NC=CC(C(=O)NCC34CC5CC(CC(C5)C3)C4)=C2Cl)CC1
DCXGLZTZRFVNQF-UHFFFAOYSA-N,1.3469394626989906,22.23,,,,,CN(CC1=CC=C2OCCCC2=C1)C1=NN=C(C2=CC=C(C3=CC=CC=C3Cl)C=C2)O1
DCZFXJLVCNQIPP-UHFFFAOYSA-N,1.4106085425683679,25.74,,,,,FC(F)OC1=CC=CC=C1C1CC2=NC=CN2C1
DCZQJUHUIQZOIB-UHFFFAOYSA-N,0.35793484700045375,2.28,-0.21467016498923297,0.61,,,COC1=NC=C(C2=CCOCC2)C=C1S(=O)(=O)NC1=CN=CC(C2=CC=C(CN3CCN(C(C)C)CC3)C=C2)=C1
DDAOLZQAFAFGCG-UHFFFAOYSA-N,1.0,10.0,2.5728716022004803,374.0,,,CC(C)(O)C#CC1=CC2=C(C=N1)C(C1CC1)=CN2C1=CC=NC(N)=N1
DDCNOLUWZITXRJ-UHFFFAOYSA-N,2.4299136977637548,269.1,,,,,CCCN1C=C2N=C3C(CC(C)(C)C)=CC=CC3=C(N)C2=C1O
DDEMLRLUQJYHFQ-UHFFFAOYSA-N,,,1.8846254632562345,76.67,,,NC(=O)C1=C(NC(=O)C2(O)CC2)SC(S(=O)(=O)C2=CC=C(F)C=C2)=C1
DDFOYSMURYWNIP-UHFFFAOYSA-N,0.5453071164658241,3.51,,,,,CS(=O)(=O)C1=CC=CC(CNC(=O)C2=CC(C(F)(F)F)=CC=C2SC2=CC=CC=C2)=C1
DDJGKMQMNFXDQI-LJAQVGFWSA-N,1.1986570869544226,15.799999999999999,1.9608273899659168,91.375,1.9331074937869817,85.725,O=C(N[C@@H](CN1C=CN=C1)C1=CC=C(C2=CC=CC=C2)C=C1Cl)C1=CC=C(C2=NN=C(C3=CC=CC=C3)O2)C=C1
DDJOYDRGTDGUIE-UHFFFAOYSA-N,2.343727550147471,220.662,,,,,CC1=CN=C(NC2=CC=C3C(=C2)CCN3S(=O)(=O)C2=CC=C(C(F)(F)F)C=C2)N=C1C1=CN(C)N=C1
DDKRNFYQQFFOTN-GFCCVEGCSA-N,1.3451069938119355,22.136400000000002,2.7764105888073423,597.6,1.7026476294177555,50.425200000000004,C[C@H](C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)N1C=C(NC(=O)C2=CN=C(C3=CC=CC=N3)S2)C=N1
DDKRNFYQQFFOTN-UHFFFAOYSA-N,1.2295538639811365,16.965,1.6035773681514667,40.14,1.8382444342081121,68.90400000000001,CC(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)N1C=C(NC(=O)C2=CN=C(C3=CC=CC=N3)S2)C=N1
DDLPYOCJHQSVSZ-SSDOTTSWSA-N,0.5453071164658241,3.51,,,,,C[C@@H](C(=O)NS(C)(=O)=O)C1=CC=C(OS(=O)(=O)C(F)(F)F)C=C1
DDMGFAANFODMEJ-MRVWCRGKSA-N,0.7708520116421442,5.9,1.4313637641589874,27.0,1.7708520116421442,59.0,O[C@@H]1CC[C@H]1[C@H]1C2=CC=CC=C2C2=CN=CN21
DDNDFDDGMCJGHM-INIZCTEOSA-N,1.2986347831244356,19.89,1.5774917998372253,37.8,,,COC[C@@H](O)CN1C=C(C2=CC=C3OCCN(C4=NC5=C(S4)C(=O)NC(C)(C)C5)C3=C2)C=N1
DDNDFDDGMCJGHM-MRXNPFEDSA-N,1.1821292140529984,15.21,1.3692158574101427,23.4,,,COC[C@H](O)CN1C=C(C2=CC=C3OCCN(C4=NC5=C(S4)C(=O)NC(C)(C)C5)C3=C2)C=N1
DDNDFDDGMCJGHM-UHFFFAOYSA-N,0.9712758487381052,9.36,1.4014005407815442,25.2,,,COCC(O)CN1C=C(C2=CC=C3OCCN(C4=NC5=C(S4)C(=O)NC(C)(C)C5)C3=C2)C=N1
DDNDQTODRFYZEU-WFASDCNBSA-N,0.414973347970818,2.6,1.6334684555795864,43.0,,,C#CCN(CC#C)C(=O)[C@@]1(C2=CC=CS2)C[C@H]1CN
DDOXVHFCWFATRN-KRWDZBQOSA-N,,,,,1.6180376316587324,41.499,O=C(O)[C@H](CCN1C(C2=CC=CC=C2)=NNC1=S)N(CC1=CNC=N1)CC1=CNC=N1
DDQREOBJQJIPMC-UHFFFAOYSA-N,2.979092900638326,953.0,3.036748629172202,1088.3,,,CC(=O)N1CCC2=CC=C(NC3=NC=C(Cl)C(NC4=CC=CC=C4S(=O)(=O)N(C)C)=N3)C=C2C1
DDQTUBYTBBXGML-UHFFFAOYSA-N,-1.4202164033831899,0.038,,,,,CN1CCC(N2C=C(NC3=NC(NC4(C)CC4)=C4C(=O)N(C5=CN=CN=C5)C=CC4=N3)C=N2)CC1
DDRRRYMVRWYNKI-UHFFFAOYSA-N,1.5595475555804343,36.27,,,,,CC1=NOC(C)=C1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)N3CCC3)CC2)CC1
DDRUJRNOLSVDMR-UHFFFAOYSA-N,2.05045709478573,112.32,,,,,CNC(=O)C1=CSC2=C(C(F)(F)F)C=C(N3CCN(CCOC(C)C)CC3)N=C12
DDRXKTPRVSLWJP-UHFFFAOYSA-N,1.0681858617461617,11.7,1.8115750058705933,64.8,,,CC1=C(COC2=CC=C3CN(C(=O)C4CCS(=O)(=O)CC4)CCC3=N2)C(C2=CC=C(F)C=C2)=NO1
DDSUFJHMFNWCNR-UHFFFAOYSA-N,,,,,0.43782980640821895,2.7404999999999995,O=C(NC1=CC=C(F)C(C2=NN3N=CC(N4CCOCC4)=CC3=N2)=C1)N1CCCC1
DDTUQJYDFJCYMP-UHFFFAOYSA-N,,,0.5105450102066121,3.24,,,CC1=NC=C(C)N2N=C(C3=NC4=NC(C5=CC=CC=C5Br)=CN4C=C3)N=C12
DDVVRHNNOPQPGB-UHFFFAOYSA-N,1.2442771208018428,17.55,1.4313637641589874,27.0,,,CC1=CC=[N+]([O-])C(C)=C1C(=O)N1CCC(C)(N2CCC(N(C3=CC=CC=C3)C3=CC=CN=C3)CC2)CC1
DDWCQAGHWSKDLV-UHFFFAOYSA-N,1.536981168897881,34.4335,,,3.640298189648343,4368.1565,CC(C)C1=NOC(C(=O)N2CCC(O)(C3=CC4=NC=CC=C4N3)CC2)=C1
DDWYBPXXCSQASZ-UHFFFAOYSA-N,1.5866998016240492,38.61,,,3.117127888497804,1309.5675,N=C(N)NC(=O)C1=NC(C2=CC3=CC=CC=C3S2)=C(N)N=C1N
DEAFEEMWPWVLTJ-UHFFFAOYSA-N,2.4796372038840993,301.74299999999994,,,,,CN(C)S(=O)(=O)C1=CC=CC(N2CCC(N(C3=CC=C(C(F)(F)F)C=C3)C3=CC=CN=C3)CC2)=C1
DEALYGVWSXWSLP-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,CC1=CC(C2(C3=CN(C)C4=CC=CC=C34)COC2)=CC=C1OC1CNC1
DECWMEUVVFELTP-UHFFFAOYSA-N,,,2.0086001717619175,102.0,,,NC1=CC=CN=C1N1CCC(C(=O)NC2=CC=C(N3N=CC=N3)C(Cl)=C2)CC1
DEDSYKQSMZFCKD-UHFFFAOYSA-N,,,1.6170003411208989,41.4,,,CC(C)S(=O)(=O)NC1=CC=C(CNC(=O)C2=CC=C(C(C)(C)C)C=C2)C(Cl)=C1
DEFLCPSFZIHYEF-GAJHUEQPSA-N,1.9025467793139914,79.9,,,,,CCOC1=CC(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3C2=CC=CC(F)=C2)=CC=C1O
DEFYYJBNXILWEC-UHFFFAOYSA-N,1.5866998016240492,38.61,,,,,C1=CC=C(CN2C=CC3=C(OC4CCN(CC5=CNN=C5)CC4)N=CN=C32)C=C1
DEGAULWTOQJMMN-UHFFFAOYSA-N,1.6444385894678386,44.1,,,1.9858753573083936,96.8,FC1=CC(COC2CCN(CC3=CN4C=CC=CC4=N3)CC2)=CC=C1Cl
DEGHFAMOPIFHBS-UHFFFAOYSA-N,,,,,1.7708520116421442,59.0,CC1(C2=CC=C(F)C=C2)N=C(C2=NC=CS2)N=C(CN2CCOCC2)C1C(N)=O
DEGILXGFBNYPQN-QGZVFWFLSA-N,1.0681858617461617,11.7,,,,,CN1C=C(C2=CC=C(O[C@@H]3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C3)C(C(N)=O)=N2)C=N1
DEGNGOWCMPZWDE-FQEVSTJZSA-N,0.24427712080184286,1.755,0.10037054511756283,1.2599999999999998,,,CC1=CC=C2C(N3CCN(CCC4=CC=CC5=C4C=CC(=O)N5C)[C@@H](C)C3)=CC=CC2=N1
DEGVDZROHGNGIT-UHFFFAOYSA-N,0.06818586174616162,1.17,,,,,O=C(NC1=CC=C(OC(F)(F)F)C=C1)N1CCC2(CCN(C(=O)C3=CC=CC4=C3N=CN4)CC2)C1
DEJBMKIXTWZZMQ-UHFFFAOYSA-N,2.976670880624811,947.7,,,3.8991567939446496,7927.875,COC1=CC=C(C(=O)N2CCOCC2)C=C1S(=O)(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1
DEJDYNKIJWOSHA-ZDUSSCGKSA-N,0.14736710779378645,1.404,0.5563025007672873,3.6,,,CCNC(=O)NC1=CC=C(C2=NC=CC(N3CCOC[C@@H]3C)=N2)C=C1
DEKJKPYCMPFESZ-OKILXGFUSA-N,,,0.9628426812012424,9.179999999999998,,,C[C@@H]1CC[C@H](C)N1C1=CC=C(C2=CC=CC3=CN=CC=C23)N=N1
DEMDJJAMXXHZGV-UHFFFAOYSA-N,2.542402125822417,348.66,,,,,CCN(C)C1=CN=CC(C(=O)NC2CC3=CC=CC=C3C2)=N1
DENYZIUJOTUUNY-MRXNPFEDSA-N,0.9658129530366031,9.243,1.1126050015345745,12.96,1.110589710299249,12.9,C[C@]12CCCN1CC1=NNC(=O)C3=C4C1=C2NC4=CC(F)=C3
DEOSIXNYAKFGJK-JTQLQIEISA-N,1.1821292140529984,15.21,,,,,COC1=CC=C(NC(=O)[C@H]2SCCNC2=O)C=C1
DEOSIXNYAKFGJK-SNVBAGLBSA-N,0.8463371121298052,7.02,,,,,COC1=CC=C(NC(=O)[C@@H]2SCCNC2=O)C=C1
DEPQGJPHXLAVKL-UHFFFAOYSA-N,1.9135195446545685,81.94445,,,3.68862454626019,4882.30095,O=C(C1=CC(C(F)(F)F)=NO1)N1CCC(C2=CC3=NC=CC=C3N2)C1
DERVNKULTWJINM-UHFFFAOYSA-N,0.9030899869919435,8.0,,,,,COC1=CC=C(C(=O)NC(C)C2=NN(C)N=C2)C=C1S(=O)(=O)NC1=CC=C(Cl)C=C1
DETGULSELRZHFY-DQEYMECFSA-N,,,,,1.1367205671564067,13.7,CCN1C(=O)[C@@H](NC(=O)C2=CC=CC(C(F)(F)F)=C2)[C@@H](C2=CC=C(F)C=C2)C2=C1N(C1=CC=CC=C1)N=C2C
DEUZIURSVQYVJZ-AMCGLFBUSA-N,0.8463371121298052,7.02,1.0334237554869496,10.8,,,C[C@H]1[C@H](N2C=CC(N)=NC2=O)O[C@@](CO)(N=[N+]=[N-])[C@H]1O
DEVYXOKAXWLJRC-UHFFFAOYSA-N,0.8463371121298052,7.02,1.9876662649262746,97.2,,,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCNCC4)C=C3)N=C2N2C=C(C(C)C)N=C12
DEWIHXLZNZPYEQ-UHFFFAOYSA-N,,,,,2.8937617620579434,783.0,CN1CCC(N2CCCN(C3=NC=CC4=C3N=C(C3=CC=C(F)C(F)=C3)N4)CC2)CC1
DEXIHFHWGDUZEE-BGWLNWIQSA-N,2.0810230864513337,120.51,,,,,CN1CC2CCC1([C@@H](NC(=O)C1=CC=CC(C(F)(F)F)=C1Cl)C1=CC=CC=C1)CC2
DEXIHFHWGDUZEE-UHFFFAOYSA-N,2.0413137153458605,109.98,,,,,CN1CC2CCC1(C(NC(=O)C1=CC=CC(C(F)(F)F)=C1Cl)C1=CC=CC=C1)CC2
DEXIHFHWGDUZEE-YOMPXFNTSA-N,2.105612359686785,127.53,,,,,CN1CC2CCC1([C@H](NC(=O)C1=CC=CC(C(F)(F)F)=C1Cl)C1=CC=CC=C1)CC2
DEYFVKUPRVQDAM-UHFFFAOYSA-N,2.545307116465824,351.0,,,,,CNC1=NC2=NC3=C1NC(=O)N3CC1=CC(=CC=C1)OCC(=O)N(C)CCO2
DEYOMPPOEBPYPT-UHFFFAOYSA-N,1.0413926851582251,11.0,,,,,O=C(NS(=O)(=O)N1CCOCC1)C1=CC(C2CC2)=C(OCC23CC4CC(CC(C4)C2)C3)C=C1F
DEYZGKXTVSBRIY-KRWDZBQOSA-N,4.244277120801843,17550.0,4.2552725051033065,18000.0,,,O=C(N[C@@H]1COC2=CC=CC(C3=CC=NC(CO)=C3)=C2C1)C1=CC=C(OCC(F)(F)F)N=C1
DEZZPDXXYVAZKH-UHFFFAOYSA-N,,,,,2.4871383754771865,307.0,C=CCN1C(=O)C2=CN=C(NC3=CC=C4CCN(CCO)CC4=C3)N=C2N1C1=CC=CC(C(C)(C)O)=N1
DFAIABHDMOLQDA-UHFFFAOYSA-N,1.2355031964943377,17.199,1.7724684030532805,59.22,2.4941900877900745,312.0255,NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(C3=NC(C4=CN=C(NC(=O)CN5CCOCC5)C=C4C(F)(F)F)=NC(N4CCOCC4)=N3)CC1)=C2
DFAUAZYINZOIAU-UHFFFAOYSA-N,0.9658129530366031,9.243,,,1.9924054878750004,98.2665,CC1=C(C2=CN=CC(C3=CC=C(C(N)=O)C(OC(C)C)=C3)=C2)C=NN1C
DFERFYXTWAORIX-UHFFFAOYSA-N,2.4410978647162684,276.12,,,,,CC1=C(NC(=O)C2=CC=CC(C#N)=C2)C=NC2=C1C(C1CCN(C(=O)C3CCCCC3)CC1)=CN2C
DFEVQPHSPAIFED-UHFFFAOYSA-N,4.511605323528979,32479.2,4.710117365111817,51300.0,,,FC1=CC=C(C2CCN(CCCC3=CNC4=CC=C(F)C=C34)CC2)C(C2=CC=CC=C2)=C1
DFEWGHBPEHPCNU-UHFFFAOYSA-N,,,,,2.2055156231136976,160.515,NC(=O)C1=C(OCCC2=CC=CC=C2)C=C(C2=CC=NC=C2)S1
DFEYZGOSLLAECQ-UHFFFAOYSA-N,-0.9873314661036697,0.10296,,,,,O=C(C1CC1)N1CCN(CC2=NC3=CC=CC=C3N2CC2=CC=CC=C2Cl)CC1
DFHJZKQQZADTKM-JXMROGBWSA-N,0.06818586174616162,1.17,0.25527250510330607,1.8,,,CCCCCS(=O)(=O)NC(=O)/C=C/C1=CC=C(OCCOC)C=C1OC1=CC=C(C(F)(F)F)C=N1
